Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/25/2016,12:27:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,RT 270 SB AT MIDDLEBROOK,39.17460667,-77.246745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HYUN,4S,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1746066666667, -77.246745)"
11/25/2016,12:33:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,RT 270 SB AT RT 124,39.14809667,-77.21670333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1999,VOLK,2D,GREEN,Warning,21-801.1,Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.1480966666667, -77.2167033333333)"
11/25/2016,12:53:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OBSERVATION DR AT SHAKESPEARE BV,39.19869,-77.25347167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,MERZ,4S,BLACK,Warning,21-201(a1),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.19869, -77.2534716666667)"
11/25/2016,17:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,E VILLAGE/PLUM CREEK,39.18460833,-77.17206333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HYUNDAI,SONATA,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol,"(39.1846083333333, -77.1720633333333)"
11/25/2016,21:29:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MVA/WALKERS CHOICE,39.16277333,-77.20224833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,AUDI,A3,RED,Warning,21-801.1,Transportation Article,No,WHITE,F,WASHINGTN GRV,MD,MD,B - Unmarked Patrol,"(39.1627733333333, -77.2022483333333)"
5/14/2013,10:29:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CONNECTICUT AVE @ GEORGIA AVE,39.07978067,-77.08105157,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,AUDI,A6,GOLD,Citation,16-101(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0797806666667, -77.0810515666667)"
11/25/2016,21:47:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",355/MVA,39.15175667,-77.21345167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,NISSAN,4S,GREEN,Warning,22-201.1,Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.1517566666667, -77.2134516666667)"
11/25/2016,21:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,FIELDS RD / SAM EIG HWY,39.114585,-77.20999333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,MERZ,TK ML350,BLUE,Warning,22-226(a),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.114585, -77.2099933333333)"
11/25/2016,20:11:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,UNIVERSITY BLVD @ PEBBLE RUN DRIVE,39.03636333,-77.03406167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISSAN,ROGUE,WHITE,Warning,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0363633333333, -77.0340616666667)"
11/25/2016,20:22:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD @ SLIGO CREEK PARKWAY,39.03651167,-77.03099167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,RAV4,GRAY,Warning,13-409(b),Transportation Article,No,HISPANIC,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0365116666667, -77.0309916666667)"
11/25/2016,20:22:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,UNIVERSITY BLVD @ SLIGO CREEK PARKWAY,39.03651167,-77.03099167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,RAV4,GRAY,Warning,21-405(e1),Transportation Article,No,HISPANIC,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0365116666667, -77.0309916666667)"
11/25/2016,20:41:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,UNIVERSITY BLVD @ ARCOLA AVENUE,39.03385,-77.024115,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MAZDA,VAN,GRAY,Warning,21-405(e1),Transportation Article,No,BLACK,M,WHEATON,MD,MD,A - Marked Patrol,"(39.03385, -77.024115)"
11/25/2016,17:31:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,13781 CONNECTICUT AVE,39.08042833,-77.0797,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,PILOT,GRAY,Warning,21-201(a1),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0804283333333, -77.0797)"
11/25/2016,22:14:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,MONTGOMERY VILLAGE AVE. AT RUSSELL AVE.,39.156665,-77.20630667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993,FORD,MUSTANG,BLUE,Warning,13-411(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.156665, -77.2063066666667)"
11/25/2016,22:14:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH., TOW TRUCK",MONTGOMERY VILLAGE AVE. AT RUSSELL AVE.,39.156665,-77.20630667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1993,FORD,MUSTANG,BLUE,Warning,21-405(e2),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.156665, -77.2063066666667)"
11/25/2016,22:21:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,MONTGOMERY VILLAGE AVE. AT RUSSELL AVE.,39.155225,-77.20848333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,VAN,BEIGE,Warning,22-226(a),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155225, -77.2084833333333)"
11/25/2016,22:21:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,MONTGOMERY VILLAGE AVE. AT RUSSELL AVE.,39.155225,-77.20848333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,VAN,BEIGE,Warning,22-412.2(d),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155225, -77.2084833333333)"
11/25/2016,22:21:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY EMERGENCY, POLICE VEH.",MONTGOMERY VILLAGE AVE. AT RUSSELL AVE.,39.155225,-77.20848333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,VAN,BEIGE,Warning,21-405(b),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155225, -77.2084833333333)"
11/25/2016,22:45:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE GIVE REQUIRED HAND, ARM SIGNAL FOR VEH. LEFT TURN",S. SUMMIT AVE AT OLDETOWN AVE.,39.14037167,-77.19377,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,BLACK,Warning,21-606(b),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1403716666667, -77.19377)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,VIERS MILL RD/CONNECTICUT AVE,39.05145167,-77.074465,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,COROLLA,RED,Warning,23-104,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0514516666667, -77.074465)"
11/24/2016,23:33:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,GEORGIA AVE/WELLER RD,39.06407333,-77.05629667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,BMW,328I,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0640733333333, -77.0562966666667)"
11/24/2016,23:33:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,GEORGIA AVE/WELLER RD,39.06407333,-77.05629667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,BMW,328I,GRAY,Warning,21-405(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0640733333333, -77.0562966666667)"
11/25/2016,0:14:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,ENNALLS AVE/GRANDVIEW AVE,39.04067833,-77.05284167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HOND,ACCORD,GREEN,Warning,23-104,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0406783333333, -77.0528416666667)"
11/25/2016,14:03:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,AMHERST AVE/UNIVERSITY BLVD,39.04172167,-77.04929667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYT,TUNDRA,SILVER,Warning,22-406(i1),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0417216666667, -77.0492966666667)"
11/25/2016,14:03:00,MCP,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,AMHERST AVE/UNIVERSITY BLVD,39.04172167,-77.04929667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYT,TUNDRA,SILVER,Warning,21-604(d),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0417216666667, -77.0492966666667)"
11/25/2016,20:35:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,RANDOLPH RD/DENLEY RD,39.059415,-77.05980333,No,No,No,No,No,No,No,No,No,No,IL,02 - Automobile,2015,BMW,328I,GRAY,Warning,21-801.1,Transportation Article,No,HISPANIC,M,CENTRALIA,IL,IL,A - Marked Patrol,"(39.059415, -77.0598033333333)"
11/25/2016,21:13:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD/GRANDVIEW AVE,39.040485,-77.05484833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,SIENNA,SILVER,Warning,21-201(a1),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.040485, -77.0548483333333)"
11/25/2016,21:13:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD/GRANDVIEW AVE,39.040485,-77.05484833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,SIENNA,SILVER,Warning,13-409(b),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.040485, -77.0548483333333)"
11/25/2016,21:13:00,MCP,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,UNIVERSITY BLVD/GRANDVIEW AVE,39.040485,-77.05484833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,SIENNA,SILVER,Warning,21-604(d),Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.040485, -77.0548483333333)"
11/25/2016,9:54:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,SHADY GROVE/355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,MAZDA,3,GRAY,Warning,21-202(h1),Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,A - Marked Patrol,
11/25/2016,9:54:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE/355,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,MAZDA,3,GRAY,Warning,13-409(b),Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,A - Marked Patrol,
11/25/2016,0:11:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WOODGLEN AT EXECUTIVE,39.04885667,-77.12085833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,ALTIMA,BLACK,Warning,21-707(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.0488566666667, -77.1208583333333)"
11/25/2016,0:00:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO YIELD RIGHT-OF-WAY AT INTERSECTION YIELD SIGN,I-495 / UNIVERSITY BLVD E,39.01286833,-77.0033,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1991,CHEVROLET,CAVALIER,WHITE,Warning,21-403(d),Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0128683333333, -77.0033)"
11/25/2016,0:00:00,MCP,"3rd district, Silver Spring",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,I-495 / UNIVERSITY BLVD E,39.01286833,-77.0033,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,1991,CHEVROLET,CAVALIER,WHITE,Warning,21-401,Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0128683333333, -77.0033)"
11/25/2016,0:26:00,MCP,"3rd district, Silver Spring",DRIVING VEH. ON HWY. WITH CANCELLED REGISTRATION,UNIVERSITY BLVD EAST / COLESVILLE RD,39.01966833,-77.01145833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,Warning,13-401(f),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0196683333333, -77.0114583333333)"
11/25/2016,0:26:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,UNIVERSITY BLVD EAST / COLESVILLE RD,39.01966833,-77.01145833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,Warning,13-411(d),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0196683333333, -77.0114583333333)"
11/25/2016,0:26:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,UNIVERSITY BLVD EAST / COLESVILLE RD,39.01966833,-77.01145833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,Warning,17-107,Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0196683333333, -77.0114583333333)"
11/25/2016,0:26:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,UNIVERSITY BLVD EAST / COLESVILLE RD,39.01966833,-77.01145833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,Warning,13-411(a),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0196683333333, -77.0114583333333)"
11/25/2016,20:10:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD EAST / CARROLL AVE,38.99387833,-76.99237167,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2015,DODGE,JOURNEY,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9938783333333, -76.9923716666667)"
11/25/2016,20:10:00,MCP,"3rd district, Silver Spring",DRIVER MAKING IMPROPER TURN AT INTERSECTION,UNIVERSITY BLVD EAST / CARROLL AVE,38.99387833,-76.99237167,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2015,DODGE,JOURNEY,SILVER,Warning,21-604(a),Transportation Article,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9938783333333, -76.9923716666667)"
11/25/2016,21:41:00,MCP,"3rd district, Silver Spring",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,PINEY BRANCH  RD / CARROLL AVE,38.99978167,-76.99397667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,COROLLA,RED,Warning,22-206(a),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9997816666667, -76.9939766666667)"
11/25/2016,12:35:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,PINEY BRANCH ROAD / UNIVERSITY BLVD E,38.99646333,-76.99345833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,"GREEN, LGT",Warning,21-202(i1),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9964633333333, -76.9934583333333)"
11/25/2016,12:53:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEW HAMPSHIRE AVE@ NORTHWEST DR,39.03647667,-76.98925833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HOND,4S,BLUE,Warning,13-411(d),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0364766666667, -76.9892583333333)"
11/25/2016,13:34:00,MCP,"3rd district, Silver Spring",DRIVER WRITING A TEXT MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY,UNIVERSITY BLVD@ EAST INDIAN SPRINGS DR,39.01335333,-77.00343667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BMW,4S,BLACK,Warning,21-1124.1(b),Transportation Article,No,HISPANIC,F,TAKOMA PARK,MD,MD,A - Marked Patrol,"(39.0133533333333, -77.0034366666667)"
11/25/2016,22:44:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,NORFOLK AVE AT RUGBY AVE,38.990395,-77.09999667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,BMW,X5,BLACK,Warning,21-502(a2),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.990395, -77.0999966666667)"
11/25/2016,21:37:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,VEIRS MILL / EDMONSTON,39.078825,-77.130965,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,VW,JETTA,BLACK,Warning,21-801.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.078825, -77.130965)"
11/25/2016,21:37:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 55,VEIRS MILL / EDMONSTON,39.078825,-77.130965,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,VW,JETTA,BLACK,Warning,21-801(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.078825, -77.130965)"
11/25/2016,22:12:00,MCP,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",355 / FULKS CORNER,39.13932167,-77.19591833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,CAMRY,BEIGE,Warning,22-204(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1393216666667, -77.1959183333333)"
11/25/2016,22:37:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,355 / SHADY GROVE,39.12090667,-77.175275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,TACOMA,BLUE,Warning,13-409(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1209066666667, -77.175275)"
5/6/2014,11:07:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,4400 MONTGOMERY AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,LEXU,TK,GRAY,Warning,21-1124.2(d2),Transportation Article,Yes,NATIVE AMERICAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,
11/25/2016,22:37:00,MCP,"4th district, Wheaton",DRIVING LOW SPEED VEH. ON HIWAY W/POSTED MAX. SPEED LIMIT EXCEEDS 30 MPH,355 / SHADY GROVE,39.12090667,-77.175275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,TACOMA,BLUE,Warning,21-1125(1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1209066666667, -77.175275)"
11/25/2016,22:37:00,MCP,"4th district, Wheaton",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,355 / SHADY GROVE,39.12090667,-77.175275,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,TACOMA,BLUE,Warning,21-1104(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1209066666667, -77.175275)"
11/25/2016,15:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",IMPROPER DISPLAY OF CURRENT AND VINTAGE REG. PLATES,GERMANTOWN RD/AIRCRAFT DR,39.18254,-77.25952333,No,No,No,No,No,No,No,No,No,No,OH,02 - Automobile,2013,NISSAN,SUV,BLACK,Warning,13-411(h),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18254, -77.2595233333333)"
11/25/2016,20:30:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,NORBECK RD AT NORBECK BLVD,39.112255,-77.07013667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,GREEN,Warning,21-309(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.112255, -77.0701366666667)"
11/25/2016,20:30:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,NORBECK RD AT NORBECK BLVD,39.112255,-77.07013667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,CAMRY,GREEN,Warning,21-801(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.112255, -77.0701366666667)"
11/25/2016,21:20:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,UNIVERSITY BLVD/VEIRS MILL RD,39.03959333,-77.054845,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,HIGHLANDER,SILVER,Warning,13-401(h),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0395933333333, -77.054845)"
11/25/2016,16:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,E VILLAGE AVE / PLUM CREEK DR,39.18657,-77.17027833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,4S,"BLUE, LIGHT",Warning,21-801.1,Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18657, -77.1702783333333)"
11/25/2016,16:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,E VILLAGE AVE / PLUM CREEK DR,39.18657,-77.17027833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,4S,"BLUE, LIGHT",Warning,22-203(b),Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18657, -77.1702783333333)"
11/25/2016,17:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,E VILLAGE AVE / PLUM CREEK DR,39.18536,-77.170885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,ALTIMA,SILVER,Warning,13-409(b),Transportation Article,No,WHITE,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.18536, -77.170885)"
11/25/2016,17:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,E VILLAGE AVE / PLUM CREEK DR,39.18536,-77.170885,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,ALTIMA,SILVER,Warning,21-801.1,Transportation Article,No,WHITE,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.18536, -77.170885)"
